noisy_day,is_highest_day,is_highest_week,volume,session,weekday,target
0,0,0,0.043918372627017234,3,1,1.7
0,0,0,0.05226221661653892,1,2,6.8
0,0,0,0.08900100255489797,2,4,7.24
0,0,0,0.061867339348662724,1,0,4.86
0,0,0,0.05950648426635619,3,0,38.84
0,0,0,0.033343035477507194,3,2,1.29
0,0,0,0.06406649202807153,0,3,35.93
0,1,0,0.019533650270043012,3,4,4.87
0,0,0,0.06464862067850329,2,4,2.04
0,0,0,0.015070663950066298,3,4,11.39
0,0,0,0.05960350570809481,1,0,6.24
0,0,0,0.05090391643219818,3,1,7.08
0,0,0,0.014941302027748134,3,2,21.92
0,0,0,0.07296012418744542,0,4,5.97
0,0,0,0.04744348501018725,0,0,28.14
0,0,0,0.05999159147504931,1,0,8.32
0,1,0,0.025872384463633127,3,2,15.69
0,0,0,0.043012839170790074,1,2,3.6
0,1,0,0.09074738850619321,2,2,25.6
0,0,0,0.07173118592542285,2,2,4.22
0,1,0,0.06374308722227613,1,3,3.82
0,0,0,0.040716665049642636,0,4,8.0
0,1,0,0.07425374341062708,0,4,3.14
0,0,0,0.06823841402283239,2,4,5.08
0,0,0,0.07897545357524013,3,4,1542.14
0,0,0,0.06956437372659358,1,0,6.63
0,0,0,0.05472009314058406,1,2,2.84
0,0,0,0.0727014003428091,3,2,11.49
0,0,0,0.0645839397173442,3,3,2.84
0,0,0,0.0860580188221597,2,4,14.73
0,0,0,0.04844603990815303,2,0,173.29
0,1,0,0.010284272824294168,3,1,0.69
0,0,0,0.013227256557032437,3,3,1.48
0,0,0,0.05934478186345849,2,3,5.18
0,0,0,0.005174476892726625,3,4,1.48
0,0,0,0.045729439539471554,2,0,2.42
0,0,0,0.04805795414119853,0,1,2.25
0,0,0,0.06849713786746871,2,1,19.35
0,0,0,0.05316775007276608,2,4,3.01
0,0,0,0.04440347983571036,3,4,92.13
0,1,0,0.025257915332621842,3,2,2.19
1,0,0,0.08890398111315935,1,0,12.83
0,0,0,0.04679667539859642,1,1,27.12
0,0,0,0.0783286439636493,2,1,7.86
0,0,0,0.07470651013874066,3,1,6.69
1,0,0,0.07089033343035478,2,2,1334.18
1,0,0,0.06843245690630963,2,2,20.27
1,0,0,0.06490734452313962,1,3,6.78
1,0,0,0.08476439959897804,2,4,13.82
1,0,0,0.08195077778855794,2,4,15.04
0,0,0,0.01536172827528217,3,0,4.73
0,0,0,0.0687235212315255,2,1,286.86
1,0,0,0.06448691827560558,2,2,62.85
1,0,0,0.05565796707739076,3,2,23.16
1,0,0,0.06966139516833221,3,0,30.15
1,0,0,0.07752013194916077,0,2,14.28
1,1,0,0.07819928204133114,1,2,39.99
1,0,0,0.03398984508909802,3,2,82.64
1,0,0,0.03392516412793894,3,3,8.13
1,1,0,0.05827754600433362,3,0,5.05
1,0,0,0.09103845283140907,2,0,59.85
0,1,0,0.068335435464571,0,1,4.33
0,1,0,0.07024352381876395,0,4,5.95
1,0,0,0.06073542252837876,3,0,5.79
1,1,0,0.03479835710358656,3,1,6.45
1,0,0,0.05255328094175479,0,2,12.0
1,0,0,0.06920862844021862,2,2,5.5
1,0,0,0.05103327835451634,2,2,4.93
1,1,0,0.05982988907215161,3,3,21.79
0,0,0,0.061446913101128674,3,1,13.13
0,0,0,0.05801882215969729,3,1,3.48
0,0,0,0.051421364121470844,3,2,5.15
0,0,0,0.029753242133178096,3,2,30.2
0,0,0,0.04414475599107402,0,3,6.22
0,0,0,0.08072183952653536,2,3,11.68
0,0,0,0.08528184728825071,2,3,5.19
0,0,0,0.057372012548106456,3,3,3.25
0,1,0,0.0689499045955823,2,1,3.46
1,0,0,0.06642734711037807,1,3,179.62
1,0,0,0.04721710164613046,1,0,80.83
0,1,0,0.0504511497040846,0,1,4.13
0,0,0,0.03842049092849519,3,1,1.93
0,0,0,0.017011092784838783,3,1,8.31
0,0,0,0.04543837521425568,3,2,1.76
0,1,0,0.05028944730118689,3,4,13.76
0,0,0,0.026777917919860287,3,4,9.03
0,1,0,0.030108987419553052,3,1,4.3
0,0,0,0.06235244655735584,1,2,12.75
0,0,0,0.0693379903625368,1,3,5.93
0,0,0,0.05821286504317454,3,0,5.13
0,0,0,0.06367840626111704,0,1,4.3
0,0,0,0.06451925875618512,1,1,9.81
0,0,0,0.049642637689596064,3,2,10.56
0,1,0,0.055172859868697646,1,0,6.61
0,0,0,0.05468775266000452,1,0,3.02
0,0,0,0.03958474822935869,1,0,14.24
0,0,0,0.08279163028362602,2,0,18.54
1,0,0,0.038194107564438404,3,1,18.45
0,1,0,0.013259597037611981,3,2,15.44
0,0,0,0.05048349018466414,2,2,24.92
0,0,0,0.018951521619611267,3,2,10.1
0,1,0,0.021215355260179168,0,3,7.05
0,0,0,0.015005982988907214,3,0,9.6
0,0,0,0.02474046764334918,3,1,2.49
0,0,0,0.0481873160635167,2,2,153.92
0,0,0,0.05103327835451634,0,3,5.77
0,0,0,0.013550661362827853,3,3,2.62
0,0,0,0.060153293877947024,2,4,27.89
0,0,0,0.04446816079686944,3,0,3.47
0,0,0,0.05656350053361792,1,0,19.11
0,0,0,0.020471524206849716,3,2,5.23
0,1,0,0.06846479738688917,1,3,7.48
0,0,0,0.012709808867759777,3,3,5.85
0,1,0,0.04175156042818796,0,4,7.87
0,0,0,0.03751495747226803,1,0,75.26
0,0,0,0.02124769574075871,3,0,4.28
0,0,0,0.03593027392387051,0,0,5.03
0,0,0,0.04708773972381229,0,1,2.56
0,0,0,0.04456518223860806,2,1,9.42
0,1,0,0.008505546392419391,3,2,2.59
1,0,0,0.08340609941463731,2,4,13.0
0,0,0,0.07771417483263801,2,1,17.68
0,0,0,0.06134989165939005,2,3,8.62
0,0,0,0.031240904239837,3,0,15.82
0,0,0,0.04330390349600595,0,1,2.27
0,1,0,0.0416221985058698,0,2,5.18
0,0,0,0.038873257656608776,1,2,2.68
0,0,0,0.009475760809805635,3,2,18.84
0,1,0,0.008440865431260307,3,3,1.18
0,0,0,0.016978752304259243,3,3,2.23
0,0,0,0.03874389573429061,3,4,1.72
0,0,0,0.03854985285081336,0,0,1.9
0,0,0,0.007535331975033148,3,0,1.73
0,0,0,0.015749814042236666,3,1,1.99
0,0,0,0.01532938779470263,3,2,4.26
0,0,0,0.03027068982245076,1,3,2.76
0,0,0,0.06565117557646907,2,4,7.61
0,0,0,0.061479253581708214,2,4,973.5
0,0,0,0.032211118657223245,3,0,4.11
1,0,0,0.0879337666957731,2,1,905.03
1,0,0,0.0655218136541509,3,1,11.87
